City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Faanui,PF,-16.4833,-151.75,78.78,61,24,16.4,few clouds
469,Nueva Germania,PY,-23.9,-56.5667,73.6,52,0,8.46,clear sky
470,Trat,TH,12.5,102.5,85.87,76,39,1.68,scattered clouds
471,Penjamo,MX,20.4333,-101.7333,66.15,75,100,3.98,overcast clouds
472,Hofn,IS,64.2539,-15.2082,51.39,88,100,18.63,overcast clouds
473,Balykshi,KZ,47.0667,51.8667,71.6,30,0,6.71,clear sky
474,Olinda,BR,-8.0089,-34.8553,71.33,83,40,6.91,scattered clouds
475,Tortosa,ES,40.8125,0.5216,71.24,71,20,2.77,few clouds
476,Panaba,MX,21.2833,-88.2667,76.59,93,100,7.45,overcast clouds
477,Union,US,40.6334,-74.2663,79.11,53,0,11.5,clear sky
478,Edson,CA,53.5835,-116.4356,72.64,54,90,2.24,overcast clouds
479,Turukhansk,RU,65.8167,87.9833,40.19,89,100,5.17,overcast clouds
480,Saldanha,ZA,-33.0117,17.9442,55.45,86,78,13.76,broken clouds
481,Salinas,US,36.6777,-121.6555,81.48,65,0,13.8,clear sky
482,Grand Gaube,MU,-20.0064,57.6608,63.0,75,5,7.85,clear sky
483,Kinshasa,CD,-4.3246,15.3215,78.13,62,100,6.8,overcast clouds
484,Grand Island,US,40.925,-98.342,73.38,64,40,8.05,scattered clouds
485,Margate,GB,51.3813,1.3862,67.3,78,96,5.01,overcast clouds
486,Vitina,BA,43.2375,17.4839,72.43,81,48,2.84,scattered clouds
487,Lambarene,GA,-0.7001,10.2406,74.17,85,100,4.68,overcast clouds
488,Batagay-Alyta,RU,67.8006,130.4114,51.91,60,100,8.84,overcast clouds
489,Godhra,IN,22.75,73.6333,81.75,81,100,3.74,overcast clouds
490,Magadan,RU,59.5667,150.8,67.53,75,5,5.55,clear sky
491,Castres,FR,43.5833,2.1667,70.43,83,100,10.36,overcast clouds
492,Koumac,NC,-20.5667,164.2833,77.02,67,91,5.23,overcast clouds
493,San Giovanni Rotondo,IT,41.7049,15.7191,65.82,83,40,3.44,scattered clouds
494,Skjervoy,NO,70.0311,20.9714,41.0,67,100,6.6,overcast clouds
495,Kimbe,PG,-5.5502,150.1429,87.75,64,73,5.73,light rain
496,Keetmanshoop,NA,-26.5833,18.1333,67.89,40,27,13.62,scattered clouds
497,Pangody,RU,65.85,74.4859,42.73,85,100,5.68,overcast clouds
498,Beringovskiy,RU,63.05,179.3167,42.53,93,100,32.39,light rain
499,Winnemucca,US,40.973,-117.7357,91.45,13,0,5.75,clear sky
500,Grindavik,IS,63.8424,-22.4338,46.9,87,100,11.5,overcast clouds
501,Padang,ID,-0.9492,100.3543,82.45,76,98,2.13,overcast clouds
502,Nantucket,US,41.2835,-70.0995,73.51,85,20,5.75,few clouds
503,Gat,IL,31.61,34.7642,79.81,100,29,3.51,scattered clouds
504,Ust-Tsilma,RU,65.441,52.1498,37.15,78,100,5.64,overcast clouds
505,Guanica,PR,17.9716,-66.908,80.98,89,16,3.6,few clouds
506,Yerbogachen,RU,61.2767,108.0108,40.96,93,100,9.26,overcast clouds
507,Tucuman,AR,-26.8241,-65.2226,51.8,62,0,8.05,smoke
508,Ndola,ZM,-12.9587,28.6366,57.24,76,6,9.69,clear sky
509,Monrovia,LR,6.3005,-10.7969,74.93,91,100,9.13,moderate rain
510,Kaniama,CD,-7.5667,24.1833,74.44,61,99,2.13,overcast clouds
511,Acapulco,MX,16.8634,-99.8901,84.02,74,40,8.05,scattered clouds
512,San Cristobal,VE,7.7669,-72.225,69.98,98,25,2.39,scattered clouds
513,Choya,RU,52.0108,86.5467,63.28,71,59,2.17,broken clouds
514,Surab,PK,28.4914,66.2585,69.76,34,3,5.23,clear sky
515,Marsa Matruh,EG,31.3525,27.2453,75.4,78,20,5.75,few clouds
516,Mitsamiouli,KM,-11.3847,43.2844,75.11,75,2,22.53,clear sky
517,San Jose,US,37.3394,-121.895,83.12,51,0,11.5,clear sky
518,La Plata,AR,-34.9215,-57.9545,61.03,85,100,6.38,overcast clouds
519,Zahir Pir,PK,28.8124,70.524,83.39,67,2,11.56,clear sky
520,Cooma,AU,-36.2333,149.1333,60.67,40,10,7.61,clear sky
521,Zastron,ZA,-30.3023,27.084,47.28,47,65,5.99,broken clouds
522,Dzaoudzi,YT,-12.7887,45.2699,75.09,78,75,26.46,broken clouds
523,Pochutla,MX,15.7432,-96.4661,82.22,89,99,4.63,overcast clouds
524,Arlit,NE,18.7369,7.3853,96.51,18,100,5.86,overcast clouds
525,Nyagan,RU,62.1406,65.3936,42.85,72,99,4.36,overcast clouds
526,Moussoro,TD,13.6408,16.4901,75.42,75,100,15.32,light rain
527,Gravdal,NO,68.1214,13.5031,48.56,73,97,7.56,overcast clouds
528,Jablah,SY,35.3614,35.9256,77.65,81,5,2.64,clear sky
529,Loreto,MX,22.2667,-101.9667,68.83,53,99,15.17,overcast clouds
530,Florianopolis,BR,-27.6146,-48.5012,62.69,83,75,6.91,broken clouds
531,Hastings,GB,50.8552,0.5729,67.75,81,100,19.82,overcast clouds
532,Panjab,AF,34.388,67.0233,52.66,33,0,3.51,clear sky
533,Martapura,ID,-3.4167,114.85,86.09,70,20,3.44,few clouds
534,Kassala,SD,15.451,36.4,77.52,79,74,12.3,broken clouds
535,Staroutkinsk,RU,57.2302,59.3348,56.66,93,97,7.38,overcast clouds
536,Los Llanos De Aridane,ES,28.6585,-17.9182,73.13,89,100,12.66,overcast clouds
537,Moranbah,AU,-22.0016,148.0466,79.34,41,3,16.6,clear sky
538,Byron Bay,AU,-28.65,153.6167,71.94,63,22,7.11,few clouds
539,Anori,BR,-3.7728,-61.6442,78.46,60,87,3.29,overcast clouds
540,Shimizu,JP,43.0061,142.8847,65.95,81,100,1.32,overcast clouds
541,Maumere,ID,-8.6199,122.2111,83.41,69,84,1.52,broken clouds
542,Tura,IN,25.5198,90.2201,78.15,93,94,4.72,moderate rain
543,Kilimatinde,TZ,-5.85,34.95,62.67,62,5,4.43,clear sky
544,Ibra,OM,22.6906,58.5334,77.97,61,0,3.44,clear sky
545,Ontario,US,34.0633,-117.6509,102.85,26,20,12.66,few clouds
546,Mariental,NA,-24.6333,17.9667,68.2,29,96,16.53,overcast clouds
547,Mollendo,PE,-17.0231,-72.0147,58.08,86,76,8.1,broken clouds
548,Gazanjyk,TM,39.2446,55.5154,77.94,16,0,8.43,clear sky
549,Gongzhuling,CN,43.5008,124.8198,60.37,63,2,4.61,clear sky
550,Luderitz,NA,-26.6481,15.1594,56.43,82,67,3.11,broken clouds
551,Soyo,AO,-6.1349,12.3689,73.31,83,100,7.45,overcast clouds
552,Ilo,PE,-17.6394,-71.3375,58.48,84,53,8.05,broken clouds
553,Talcahuano,CL,-36.7167,-73.1167,50.94,85,52,9.86,broken clouds
554,Yanam,IN,16.7333,82.2167,83.37,72,4,1.66,clear sky
555,Longyearbyen,SJ,78.2186,15.6401,39.04,81,100,8.05,overcast clouds
556,Mehamn,NO,71.0357,27.8492,44.55,70,100,10.36,overcast clouds
557,Togur,RU,58.3631,82.8265,53.28,92,100,8.75,light rain
558,Puerto Madryn,AR,-42.7692,-65.0385,54.68,41,0,4.88,clear sky
559,Honiara,SB,-9.4333,159.95,83.82,77,73,11.48,broken clouds
560,Hambantota,LK,6.1241,81.1185,77.77,84,100,14.81,overcast clouds
561,Sur,OM,22.5667,59.5289,83.59,61,0,6.55,clear sky
562,San Onofre,CO,9.7359,-75.5263,78.31,86,100,3.49,overcast clouds
563,Touba,CI,8.2833,-7.6833,67.51,99,99,2.73,light rain
564,Inuvik,CA,68.3499,-133.7218,67.06,42,75,3.44,broken clouds
565,Taoudenni,ML,22.6783,-3.9836,95.41,21,14,5.99,few clouds
566,Blackfoot,US,43.1905,-112.345,90.41,15,22,5.32,few clouds
567,Benguela,AO,-12.5763,13.4055,68.02,88,11,3.65,few clouds
568,Dzhuryn,UA,49.0329,25.5839,57.36,54,100,6.8,overcast clouds
569,Sao Gotardo,BR,-19.3111,-46.0489,52.63,44,0,3.51,clear sky
570,Mutis,CO,6.2262,-77.4044,77.58,89,100,6.67,light rain
571,Lichfield,GB,52.6815,-1.8255,59.16,87,8,4.0,clear sky
572,Champerico,GT,14.3,-91.9167,79.97,84,100,5.99,overcast clouds
573,Nikel,RU,69.4128,30.222,41.18,88,97,5.88,overcast clouds
574,Lasa,IT,46.6166,10.7002,50.68,91,100,4.47,overcast clouds
575,Avera,US,33.194,-82.5271,78.85,60,100,1.25,overcast clouds
576,Bac,RS,45.3919,19.2367,64.4,49,100,8.34,overcast clouds
577,Luebo,CD,-5.35,21.4167,72.63,86,76,1.95,broken clouds
578,Grajewo,PL,53.6473,22.4554,45.63,81,3,5.06,clear sky
579,Haikou,CN,20.0458,110.3417,86.97,67,0,1.81,clear sky
580,Dolores,AR,-36.3132,-57.6792,53.56,88,100,6.11,overcast clouds
581,Baruun-Urt,MN,46.6806,113.2792,63.86,23,3,14.94,clear sky
582,Praya,CV,14.9215,-23.5087,77.54,88,75,6.91,broken clouds
583,Sobolevo,RU,54.4299,31.8996,43.52,87,93,6.17,overcast clouds
584,Tortoli,IT,39.9256,9.6572,78.62,50,0,10.36,clear sky
585,Bereda,ES,43.2686,-7.5406,60.58,100,100,1.79,overcast clouds
586,Nizhniy Odes,RU,63.6445,54.856,40.53,77,100,8.61,overcast clouds
587,Dudinka,RU,69.4058,86.1778,43.0,82,95,5.82,overcast clouds
588,Kahului,US,20.8947,-156.47,87.82,60,20,24.16,few clouds
589,Molochnoye,RU,59.2917,39.6787,46.47,90,100,12.1,overcast clouds
590,Hailar,CN,49.2,119.7,64.54,33,58,19.04,broken clouds
591,Solnechnyy,RU,50.7214,136.6319,67.68,66,36,9.33,scattered clouds
592,Merke,KZ,42.8728,73.1786,72.41,32,2,2.39,clear sky
593,Jian,CN,27.1172,114.9793,73.06,85,100,7.47,overcast clouds
594,Santa Barbara,US,34.7333,-120.0343,92.34,53,0,8.05,clear sky
595,Maningrida,AU,-12.0667,134.2667,88.03,54,79,13.15,broken clouds
596,Navsari,IN,20.9524,72.9324,78.69,89,100,6.15,moderate rain
597,El Cobre,CU,20.0489,-75.9469,78.24,69,40,6.91,scattered clouds
598,Kemijarvi,FI,66.7131,27.4306,41.2,86,98,8.95,overcast clouds
599,Sheridan,US,44.8333,-106.9173,82.92,31,0,4.61,clear sky
600,Kez,RU,57.8979,53.7152,58.59,92,100,3.74,overcast clouds
601,Paita,PE,-5.0892,-81.1144,62.62,80,92,14.9,overcast clouds
602,Jumla,NP,29.2747,82.1838,64.87,77,64,1.63,broken clouds
603,Vallenar,CL,-28.5708,-70.7581,51.6,81,12,2.51,few clouds
604,Aksha,RU,50.2814,113.2867,63.27,39,7,7.54,clear sky
605,Handan,CN,36.6006,114.4678,81.05,56,76,4.76,broken clouds
606,Jefferson City,US,38.5767,-92.1735,76.77,73,0,0.0,clear sky
607,Ishim,RU,56.1128,69.4902,62.42,83,6,7.16,clear sky
608,General Roca,AR,-39.0333,-67.5833,59.63,39,79,17.31,broken clouds
609,Nilopolis,BR,-22.8075,-43.4139,67.66,77,0,9.22,clear sky
610,Paamiut,GL,61.994,-49.6678,42.91,62,100,5.14,overcast clouds
611,Bhopal,IN,23.2667,77.4,77.23,94,98,0.0,haze
612,Gaffney,US,35.0718,-81.6498,77.29,62,2,1.9,clear sky
613,Japura,ID,-0.3167,102.35,82.49,78,41,2.71,scattered clouds
614,Santa Rosalia,MX,27.3167,-112.2833,83.37,73,8,6.71,clear sky
615,Novomichurinsk,RU,54.0384,39.7479,48.13,79,43,7.47,scattered clouds
616,Golden,US,39.7555,-105.2211,76.62,40,75,12.66,broken clouds
617,Lazaro Cardenas,MX,17.9583,-102.2,79.95,84,86,2.19,overcast clouds
618,Sorong,ID,-0.8833,131.25,82.92,70,15,3.22,few clouds
619,Bulri,PK,24.8667,68.3333,79.59,85,6,10.58,clear sky
620,Sabha,LY,27.0377,14.4283,81.14,34,0,12.84,clear sky
621,Vikhorevka,RU,56.1201,101.1636,53.19,81,100,8.25,overcast clouds
622,Burnie,AU,-41.0667,145.9167,56.91,83,97,11.01,overcast clouds
623,Aimores,BR,-19.4958,-41.0639,57.13,80,0,2.59,clear sky
624,San Patricio,US,28.017,-97.5169,84.88,71,95,9.04,overcast clouds
625,Kargat,RU,55.1956,80.2811,69.19,50,24,11.59,few clouds
626,Yumen,CN,40.2833,97.2,74.5,16,100,12.97,overcast clouds
627,Tallahassee,US,30.4383,-84.2807,75.67,95,75,6.91,thunderstorm
628,Sfantu Gheorghe,RO,45.8667,25.7833,62.26,94,65,3.47,broken clouds
629,West Memphis,US,35.1465,-90.1845,77.65,69,0,3.44,clear sky
630,Bondo,CD,3.8146,23.6866,67.06,99,97,0.22,overcast clouds
631,Okhotsk,RU,59.3833,143.3,61.75,80,95,11.52,overcast clouds
632,Feijo,BR,-8.1642,-70.3536,75.22,57,8,1.92,clear sky
633,Sabang,ID,5.8933,95.3214,80.74,78,99,9.62,overcast clouds
634,Naryan-Mar,RU,67.6713,53.087,38.28,91,62,5.77,broken clouds
635,Cilegon,ID,-6.0174,106.0538,82.96,72,84,6.08,broken clouds
636,Ust-Ordynskiy,RU,52.805,104.7508,63.91,50,59,4.81,broken clouds
637,Kirakira,SB,-10.4544,161.9205,79.65,84,100,9.48,light rain
638,Black Forest,US,39.0131,-104.7008,66.2,57,20,6.91,few clouds
639,Stepnyak,KZ,52.8339,70.7803,69.93,39,85,11.88,overcast clouds
640,Sung Noen,TH,14.8992,101.8207,87.66,72,100,0.89,overcast clouds
641,Bang Khla,TH,13.7214,101.2081,89.1,79,100,2.8,overcast clouds
642,Hammerfest,NO,70.6634,23.6821,43.25,70,100,4.61,overcast clouds
643,Zuenoula,CI,7.4292,-6.0431,69.91,94,99,3.67,overcast clouds
644,Warmbad,NA,-28.45,18.7333,68.59,43,9,19.66,clear sky
645,Ahipara,NZ,-35.1667,173.1667,59.5,60,100,5.61,overcast clouds
646,Ubauro,PK,28.1652,69.7289,83.55,71,3,6.98,clear sky
647,Fethiye,TR,36.6217,29.1164,73.27,70,0,2.66,clear sky
648,Hwange,ZW,-18.3693,26.5019,62.06,55,0,9.1,clear sky
649,Ulaanbaatar,MN,47.9077,106.8832,55.53,58,0,2.24,clear sky
650,Pemangkat,ID,1.1667,108.9667,82.47,76,32,5.01,scattered clouds
651,Omboue,GA,-1.5746,9.2618,74.77,84,92,6.33,overcast clouds
652,Ishinomaki,JP,38.4167,141.3,77.0,81,80,7.34,broken clouds
653,Lunel,FR,43.6778,4.1361,70.75,78,0,6.91,clear sky
654,Van,TR,38.4924,43.3831,56.55,47,0,3.44,clear sky
655,Eyl,SO,7.9803,49.8164,75.6,78,61,18.75,broken clouds
656,Horki,BY,54.2861,30.9842,48.34,68,99,5.88,overcast clouds
657,Navlya,RU,52.8281,34.4989,44.74,92,36,4.38,scattered clouds
658,Funehiki,JP,37.4333,140.5833,85.01,62,64,9.82,broken clouds
659,Macamic,CA,48.7502,-78.9996,41.99,94,100,10.31,light rain
660,Birao,CF,10.2849,22.7882,65.55,96,100,3.56,light rain
661,Nioro,GM,13.35,-15.75,73.36,97,100,6.53,moderate rain
662,Hearst,CA,49.6835,-83.6665,46.65,58,95,9.6,overcast clouds
663,Te Karaka,NZ,-38.4654,177.8679,64.54,35,16,2.73,few clouds
664,Findochty,GB,57.6974,-2.901,46.0,82,9,5.21,clear sky
665,Karpathos,GR,35.507,27.2132,76.96,83,0,17.27,clear sky
666,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,86,67,1.95,broken clouds
667,Iqaluit,CA,63.7506,-68.5145,45.7,75,100,24.16,light rain
668,Shenjiamen,CN,29.9576,122.298,77.86,65,40,20.45,scattered clouds
669,Egvekinot,RU,66.3167,-179.1667,37.49,86,88,19.6,light rain
670,Synya,RU,65.3718,58.0387,36.01,82,66,5.82,broken clouds
671,Umea,SE,63.8284,20.2597,43.92,93,83,8.05,broken clouds
672,Moosomin,CA,50.1333,-101.6677,75.78,37,0,7.18,clear sky
673,Moindou,NC,-21.6924,165.677,73.92,67,85,5.75,overcast clouds
674,Emba,KZ,48.8264,58.1442,74.08,28,9,6.4,clear sky
675,Broome,US,42.2506,-75.833,67.8,65,0,10.36,clear sky
676,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,84.18,28,0,11.18,clear sky
677,Seymchan,RU,62.8833,152.4333,64.99,43,28,6.22,scattered clouds
678,Zafra,ES,38.4167,-6.4167,64.45,58,4,3.11,clear sky
679,Dubrovytsya,UA,51.5744,26.565,49.17,79,61,5.7,broken clouds
680,Mayo,US,38.8876,-76.5119,77.18,76,0,3.44,clear sky
681,Huntington,US,38.4193,-82.4452,68.34,93,0,1.95,clear sky
682,Gogrial,SS,8.5332,28.1004,69.62,91,100,3.96,overcast clouds
683,Gandorhun,SL,7.5,-11.8333,72.66,97,100,3.18,moderate rain
684,Gwadar,PK,25.1216,62.3254,79.05,82,46,6.6,scattered clouds
685,Labuan,MY,5.2767,115.2417,86.36,79,20,0.0,few clouds
686,Camana,PE,-16.6228,-72.7111,58.64,86,69,8.14,broken clouds
687,Skelleftea,SE,64.7507,20.9528,44.96,100,20,9.22,few clouds
688,Dindori,IN,22.95,81.0833,77.07,86,100,3.2,overcast clouds
689,Kurilsk,RU,45.2333,147.8833,59.05,93,100,2.68,overcast clouds
690,Manokwari,ID,-0.8667,134.0833,81.97,74,96,7.4,overcast clouds
691,Srostki,RU,52.4189,85.7022,66.87,45,6,4.52,clear sky
692,Atasu,KZ,48.6814,71.6433,71.46,23,5,5.66,clear sky
693,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,73.99,41,20,6.71,few clouds
694,Leander,US,30.5788,-97.8531,79.38,81,100,9.22,light rain
695,Campoverde,PE,-8.4753,-74.8058,78.49,56,24,1.21,few clouds
696,Antofagasta,CL,-23.65,-70.4,56.48,83,55,5.77,broken clouds
697,Tripoli,LY,32.8752,13.1875,81.72,52,55,5.88,broken clouds
698,Lydenburg,ZA,-25.0978,30.4597,39.4,61,0,2.21,clear sky
699,Vanimo,PG,-2.6741,141.3028,83.77,75,60,5.53,broken clouds
700,Belmonte,BR,-15.8631,-38.8828,67.33,77,28,9.26,scattered clouds
701,Kloulklubed,PW,7.0419,134.2556,86.5,67,53,4.61,broken clouds
702,Kralendijk,BQ,12.15,-68.2667,82.38,78,20,10.36,few clouds
703,Barcelos,PT,41.5388,-8.6151,65.84,91,87,2.93,overcast clouds
